TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,AgeGroup,TransactionAmountGroup,Target
-0.9705457776964133,1,36,0,1.4198617381496486,0,-0.5483933775337999,-0.21259119772755378,-0.0003151297671230473,0.7952164785825765,2,1,0
0.2689630980830924,1,15,0,1.307715254857371,0,0.3079597138762569,-0.21259119772755378,2.2183807457903577,0.07274721237560285,2,2,2
-0.5865256317280008,1,23,2,-1.439873585803431,3,-0.9052071656213235,-0.21259119772755378,-1.0240913595486316,-0.04922811828271739,1,2,0
-0.3872937895103424,1,33,2,-1.0473608942804593,3,-1.347656262849853,-0.21259119772755378,0.8866936524759148,0.5700312527518315,1,2,0
-0.9727362669425789,0,1,2,0.018030696996178132,3,1.1214951507158109,-0.21259119772755378,0.5942631366099963,-0.968734457091593,3,1,0
-0.7033745424531488,1,28,0,-1.4959468274495697,3,0.7504088111047863,-0.21259119772755378,-1.111505416232241,0.8702782205261582,1,1,0
-0.9945384802208211,0,39,0,-0.4305552361729324,0,0.27941461082925506,-0.21259119772755378,2.1049146470276483,1.3112659544447005,0,1,0
-0.43206191347885253,0,16,1,1.251642013211232,2,2.448842442401399,-0.21259119772755378,-0.5945803508242731,0.5418830995229883,2,2,0
-0.6551837790375048,0,11,1,0.35447014687301104,1,-0.47703061991629514,-0.21259119772755378,1.0216828999591487,0.9922535511844784,0,2,0
1.773966115776767,1,26,0,0.5787631134575663,0,0.008236131882737053,-0.21259119772755378,-1.049871411431692,0.8984263737550013,0,0,2
-0.9579162381364895,0,0,2,0.41054338851914984,1,-0.8623895110508207,-0.21259119772755378,0.6379149971290198,1.0579325753851123,0,1,0
-0.36840081976216377,1,22,2,-1.3277271025111534,3,0.7646813626282872,-0.21259119772755378,-0.9197959490938808,1.39571041413123,1,2,0
0.6737928918900782,0,23,1,-1.159507377572737,3,-0.12021683182877146,-0.21259119772755378,-0.8963919625082934,0.26040156723455704,1,2,2
1.6569118466847907,1,22,0,-1.0473608942804593,3,0.051053786453239894,-0.21259119772755378,-1.2634068088295642,-1.297129578094763,1,0,2
-0.4472242062296552,1,21,2,-1.4959468274495697,3,0.20805185321175032,-0.21259119772755378,-1.235119828441502,1.330031389930596,1,2,0
0.5742967631618986,1,10,0,-0.4866284778190712,1,0.13668909559424558,-0.21259119772755378,-0.4228416355328183,-1.5035493684396124,0,2,2
0.8835322372104373,0,2,1,-1.439873585803431,3,0.550593089775773,-0.21259119772755378,-1.021805102334756,-1.100092505492861,1,0,2
0.6683508951691355,1,8,2,-0.31840875288065473,1,1.635307005561845,-0.21259119772755378,-0.0008899015021489268,-1.5223148039255079,0,2,2
-0.954835862634069,0,0,1,0.8030560800421215,2,-0.1915795894462762,-0.21259119772755378,0.7274279970235721,1.2549696479870143,2,1,0
-0.7741204998254043,0,8,2,-1.4959468274495697,3,0.7075911565342834,-0.21259119772755378,0.37338400391906984,0.25101884949160935,1,1,0
-0.8157397955025515,1,20,1,1.4759349797957872,2,-1.1621130930443406,-0.21259119772755378,0.16356666118214688,1.1892906237863803,2,1,0
-0.7252109821258625,1,19,1,-0.37448199452679354,0,-0.3771227592517885,-0.21259119772755378,1.0347820504382,-0.34947508605704414,0,1,0
-0.8401089883661441,1,1,2,-0.31840875288065473,1,0.008236131882737053,-0.21259119772755378,0.9908376721611724,0.26978428497750473,0,1,0
0.16491485889022478,1,13,2,-1.2716538608650145,3,0.32223226539975786,3.694273499156259,-0.9522064034917048,0.5981794059806746,1,2,1
-0.5206398223706753,1,33,2,-1.3277271025111534,3,-0.33430510468128566,-0.21259119772755378,-0.8166064610400058,1.170525188300485,1,2,0
-0.9931351980474963,0,15,2,1.1394955299189544,2,2.234754169548885,-0.21259119772755378,-0.37944380359311447,-1.0062653280633838,2,1,0
-0.17361840882577925,1,24,0,-1.2155806192188758,3,0.550593089775773,5.979642842224616,-1.1393023010783838,0.7389201721248903,1,2,1
-0.8807699449980937,1,25,1,-0.4305552361729324,1,-0.34857765620478665,-0.21259119772755378,-0.6227339020595613,0.9171918092408967,0,1,0
-0.5825553699693257,1,19,2,-0.03804254464996068,0,1.10722259919231,-0.21259119772755378,-0.8573793309934081,1.5176857447895502,0,2,0
-0.8265211097610229,1,11,1,-0.9912876526343205,3,2.3346620302133916,-0.21259119772755378,-0.9652439712848602,-0.7247837957749526,1,1,0
-0.9218758447581705,0,24,2,0.8030560800421215,0,-1.4190190204673576,-0.21259119772755378,0.8264991429581763,-0.11490714248335136,2,1,0
-0.8164243233919781,1,3,0,-0.8791411693420429,0,1.9635756906023667,-0.21259119772755378,1.2086120111048604,1.39571041413123,1,1,0
0.3381346413096664,1,27,0,0.24232366358073337,1,0.6933186050107825,3.694273499156259,1.1743592080206586,-0.771697384489691,0,2,1
1.985656365581992,1,20,2,-1.2716538608650145,3,0.4364126775877655,-0.21259119772755378,-1.2096990088928328,1.06731529312806,1,0,2
-0.14510782223115476,0,37,1,0.018030696996178132,0,-0.9908424747623292,-0.21259119772755378,2.4895908944747385,-1.0719443522640177,0,2,0
-0.5917622700821156,1,39,1,0.24232366358073337,1,-1.0622052323798339,-0.21259119772755378,0.16711536345688288,-0.968734457091593,0,2,0
-0.7513599475019647,1,25,1,-1.0473608942804593,3,0.3650499199702607,-0.21259119772755378,-1.080988629425708,-1.3065122958377104,1,1,0
1.203480572728505,1,38,0,1.7002279463803425,2,0.25086950778225314,-0.21259119772755378,-0.06096124564809629,1.170525188300485,2,0,2
1.7032886111934535,1,23,0,1.1955687715650931,0,-0.41994041382229136,2.072778145340804,0.7188346463958853,-0.9312035861198021,2,0,2
0.12996971013498876,1,28,2,0.5787631134575663,2,1.378401078138828,-0.21259119772755378,-1.0505103317978595,1.5176857447895502,0,2,0
0.10546361169351084,1,35,0,1.0273490466266768,2,-0.006036419640763895,-0.21259119772755378,-0.20265274211297196,-0.24626519088461932,2,2,0
-0.9023325735150366,1,30,2,-0.37448199452679354,0,-1.4332915719908585,-0.21259119772755378,2.3352775133465027,1.658426510933766,0,1,0
-0.19247715217948655,0,5,2,0.6909095967498439,0,-0.04885407421126674,-0.21259119772755378,2.1152579723128695,0.7107720188960471,2,2,0
-0.8294303532910866,1,40,0,-1.439873585803431,3,-0.03458152268776579,-0.21259119772755378,-1.2500382340997198,0.7858337608396289,1,1,0
0.022772642650758162,1,21,1,-0.9912876526343205,3,-1.2334758506618453,-0.21259119772755378,-1.0891996542117928,-0.19935160216988076,1,2,0
0.4710015046474005,1,6,1,1.6441547047342038,2,-0.41994041382229136,-0.21259119772755378,-0.11294216443450432,-0.8561418441762204,2,2,2
-0.4557808048474897,1,3,1,-1.0473608942804593,3,-0.6340286866748056,-0.21259119772755378,-0.9248098061038839,-1.5129320861825601,1,2,0
0.7275967839990216,1,28,2,-1.439873585803431,3,-0.20585214096977716,-0.21259119772755378,-1.1115002843417499,-0.903055432890959,1,0,2
